Role;MeasurePoint;LocalIP(String);IP(Zero);Port;AppIdentifier;Session;Trial;ResultSize;Serial;ReplicationID;Subserial;ExecutingHost;IntermediateComp;FinalComp;RetryCounter;HeartBeatCounter;HotRetryCounter;CurrentTime;SystemStart;Duration
0;-2;0.0.0.0;0;0;724500710;347;985;0;0;0;0;0.0.0.0;0;0;0;0;0;1581791425279;1581791425276;3;
0;0;0.0.0.0;0;59955;724500710;347;985;0;1;0;0;0.0.0.0;0;0;0;0;0;1581791425284;1581791425276;8;
