Role;MeasurePoint;LocalIP(String);IP(Zero);Port;AppIdentifier;Session;Trial;ResultSize;Serial;ReplicationID;Subserial;ExecutingHost;IntermediateComp;FinalComp;RetryCounter;HeartBeatCounter;HotRetryCounter;CurrentTime;SystemStart;Duration
0;-2;0.0.0.0;0;0;113380479;347;985;0;0;0;0;0.0.0.0;0;0;0;0;0;1581791488960;1581791488958;2;
0;0;0.0.0.0;0;65084;113380479;347;985;0;1;0;0;0.0.0.0;0;0;0;0;0;1581791488965;1581791488958;7;
